,Metric,English,Comments
 ,"172 GPa @Temperature 400 C","24900 ksi @Temperature 752 F",
 ,"179 GPa @Temperature 300 C","26000 ksi @Temperature 572 F",
 ,"186 GPa @Temperature 200 C","27000 ksi @Temperature 392 F",
 ,"194 GPa @Temperature 100 C","28100 ksi @Temperature 212 F",
 ,"200 GPa @Temperature 20.0 C","29000 ksi @Temperature 68.0 F",
"CTE, linear","16.5 m/m-C @Temperature 30.0 - 100 C","9.17 in/in-F @Temperature 86.0 - 212 F",
 ,"17.0 m/m-C @Temperature 30.0 - 200 C","9.44 in/in-F @Temperature 86.0 - 392 F",
 ,"17.5 m/m-C @Temperature 30.0 - 300 C","9.72 in/in-F @Temperature 86.0 - 572 F",
 ,"18.0 m/m-C @Temperature 30.0 - 400 C","10.0 in/in-F @Temperature 86.0 - 752 F",
 ,"18.0 m/m-C @Temperature 30.0 - 500 C","10.0 in/in-F @Temperature 86.0 - 932 F",
 ,"18.5 m/m-C @Temperature 30.0 - 600 C","10.3 in/in-F @Temperature 86.0 - 1110 F",
 ,"18.5 m/m-C @Temperature 30.0 - 700 C","10.3 in/in-F @Temperature 86.0 - 1290 F",
Thermal Conductivity,"14.0 W/m-K @Temperature 20.0 C","97.2 BTU-in/hr-ft-F @Temperature 68.0 F",
 ,"15.0 W/m-K @Temperature 100 C","104 BTU-in/hr-ft-F @Temperature 212 F",
 ,"17.0 W/m-K @Temperature 200 C","118 BTU-in/hr-ft-F @Temperature 392 F",
 ,"18.0 W/m-K @Temperature 300 C","125 BTU-in/hr-ft-F @Temperature 572 F",
 ,"20.0 W/m-K @Temperature 400 C","139 BTU-in/hr-ft-F @Temperature 752 F",
 ,"21.0 W/m-K @Temperature 500 C","146 BTU-in/hr-ft-F @Temperature 932 F",
 ,"23.0 W/m-K @Temperature 600 C","160 BTU-in/hr-ft-F @Temperature 1110 F",
"Carbon, C",<= 0.0300 %,<= 0.0300 %,
"Manganese, Mn",1.7 %,1.7 %,
"Nickel, Ni",11.5 %,11.5 %,
"Silicon, Si",0.40 %,0.40 %,
"Tensile Strength, Ultimate",515 - 690 MPa,74700 - 100000 psi,Annealed
 ,>= 700 MPa,>= 102000 psi,Cold worked
Elongation at Break,<= 18.0 %,<= 18.0 %,"Cold worked, Based on L = 5.65 S where L is the original gauge length and S the original cross section area."
 ,35 %,35 %,Annealed
 ,<= 45.0 %,<= 45.0 %,"Annealed, Based on L = 5.65 S where L is the original gauge length and S the original cross section area."
Specific Heat Capacity,"0.485 J/g-C @Temperature 20.0 C","0.116 BTU/lb-F @Temperature 68.0 F",
 ,"0.500 J/g-C @Temperature 100 C","0.120 BTU/lb-F @Temperature 212 F",
 ,"0.515 J/g-C @Temperature 200 C","0.123 BTU/lb-F @Temperature 392 F",
 ,"0.525 J/g-C @Temperature 300 C","0.125 BTU/lb-F @Temperature 572 F",
 ,"0.540 J/g-C @Temperature 400 C","0.129 BTU/lb-F @Temperature 752 F",
 ,"0.555 J/g-C @Temperature 500 C","0.133 BTU/lb-F @Temperature 932 F",
 ,"0.575 J/g-C @Temperature 600 C","0.137 BTU/lb-F @Temperature 1110 F",
"Chromium, Cr",17 %,17 %,
"Molybdenum, Mo",2.1 %,2.1 %,
"Phosphorous, P",<= 0.0400 %,<= 0.0400 %,
"Sulfur, S",<= 0.0150 %,<= 0.0150 %,
